Sample ID,District,Upazila,Na+,K+,Mg2+,Ca2+,NO3-,SO42-,PO43-,CO3-,HCO3-,Cl-,Br-,I-,Al3+,Cu2+,Fe2+,Mn2+,Cr3+,B+,As,Depth,Date,Latitude,Longitude,GW,Temperature,Turbidity,pH,ORP,EC,Salinity,DO,TDS,Season,CBE_percent,CBE_Quality,HCO3_Cl_ratio,Na_Cl_ratio,Ca_Mg_ratio,Fe_Mn_ratio,As_Fe_ratio,SO4_Cl_ratio,PO4_Cl_ratio,depth_zone,phys_zone,HQ_As,HQ_Mn2+,HQ_Cr3+,HQ_Al3+,HQ_Cu2+,HQ_NO3-,HQ_Fe2+,HI_multi,HI_as_only,HI_ratio,CR_As,CR_CrVI,CR_multi,CR_as_only
KH-2,Bagerhat,Bagerhat Sadar,590.7,10.69,22.86,93.33,1.3,78.0,4.99,24,488.0,947.5,0.3,0.15,0.9433,0.0245,5.26101,0.5926,0.0127,0.1,95.024,20.13,26.06.2021,22.65062,89.80338,2.2,26.9,36.8,7.57,-131.4,2871.0,1.47,8.51,1866.0,Dry,2.7593947703612947,Excellent,0.5150395778364116,0.6234300791556728,4.082677165354331,8.877843401957476,18.061931074071328,0.0823218997361477,0.0052664907651715,Shallow,GBM_Delta,18.47688888888889,1.4403472222222222,0.0004938888888888889,0.05502583333333333,0.03572916666666667,0.04739583333333333,0.4384175,20.494298333333333,18.47688888888889,1.1091855591369397,0.0035633999999999996,1.5875e-05,0.0035792749999999994,0.0035633999999999996
KH-3,Bagerhat,Fakirhat,72.57,1.56,11.79,26.48,1.4,75.0,3.38,0,36.6,132.5,0.8,0.07,2.6858,0.0164,11.3301,0.42733,0.0124,0.2,50.825,23.17,26.06.2021,22.73842,89.64682,1.58,26.8,79.4,7.48,-84.1,746.0,0.31,6.31,484.0,Dry,17.120934061176175,Poor,0.2762264150943396,0.5476981132075471,2.2459711620016964,26.51370135492477,4.485838606896674,0.5660377358490566,0.0255094339622641,Shallow,GBM_Delta,9.88263888888889,1.0386493055555557,0.0004822222222222222,0.15667166666666668,0.02391666666666667,0.05104166666666665,0.9441750000000002,12.097575416666666,9.88263888888889,1.224123996908158,0.0019059375,1.55e-05,0.0019214375000000002,0.0019059375
CHT-1,Bandarban,Bandarban Sadar,115.3,0.97,12.81,45.01,1.8,23.0,0.19,6,79.3,294.0,0.46,0.21,0.1022,0.0389,0.05361,0.34826,0.0035,0.9,2.5428,22.0,29.05.2021,22.18815,92.2122,,25.1,883.0,6.9,83.9,2094.0,1.06,1.4,1365.0,Dry,6.353112420063849,Acceptable,0.2697278911564625,0.3921768707482993,3.513661202185792,0.1539367139493482,,0.0782312925170068,0.0006462585034013,Shallow,Eastern_Hills,0.4944333333333334,0.8464652777777778,0.00013611111111111113,0.005961666666666667,0.056729166666666664,0.06562499999999999,0.004467499999999999,1.4738180555555558,0.4944333333333334,2.980822602755118,9.535500000000001e-05,4.3750000000000005e-06,9.973000000000001e-05,9.535500000000001e-05
CHT-2A,Bandarban,Lama,21.0,2.12,8.96,23.45,2.6,22.0,0.38,6,61.0,60.0,0.63,0.1,0.1033,0.0189,0.042,0.126,0.0032,0.2,2.3216,22.0,29.05.2021,21.780385,92.180483,8.25,28.7,240.0,6.64,100.9,2119.0,0.52,1.4,705.0,Dry,17.1581551443522,Poor,1.0166666666666666,0.35,2.6171874999999996,0.3333333333333333,,0.3666666666666666,0.0063333333333333,Shallow,Eastern_Hills,0.45142222222222234,0.30624999999999997,0.00012444444444444444,0.0060258333333333336,0.027562500000000004,0.09479166666666666,0.003500000000000001,0.8896766666666668,0.45142222222222234,1.9708304617505166,8.706000000000001e-05,4.000000000000001e-06,9.106000000000001e-05,8.706000000000001e-05
BNAMLW-1,Barguna,Amtoli,143.47,7.98,25.88,77.84,5.6,48.0,3.54,12,206.7,395.0,0.58,0.16,0.1074,0.0385,0.00417,0.09974,0.0034,0.8,3.2261,98.0,17.07.2021,22.1335,90.2245,,28.5,56.9,8.32,-119.1,1120.0,0.53,2.76,727.0,Dry,7.009171358376823,Acceptable,0.5232911392405063,0.3632151898734177,3.0077279752704795,0.0418087026268297,,0.1215189873417721,0.0089620253164556,Medium_Deep,GBM_Delta,0.6272972222222224,0.2424236111111111,0.0001322222222222222,0.006265,0.056145833333333325,0.2041666666666666,0.00034750000000000004,1.1367780555555556,0.6272972222222224,1.8121841055321104,0.00012097875,4.25e-06,0.00012522875,0.00012097875
BNAMLW-2,Barguna,Amtoli,258.61,8.65,25.94,65.7,2.4,58.0,3.63,12,441.7,442.5,0.88,0.14,0.0074,0.0411,0.49491,0.10927,0.002,0.9,0.1206,119.0,17.07.2021,22.132,90.2283,5.62,27.9,49.7,8.26,-110.9,1056.0,0.52,3.63,685.0,Dry,2.0595350188349837,Excellent,0.9981920903954802,0.5844293785310735,2.5327679259830376,4.529239498489979,0.2436806692125841,0.1310734463276836,0.0082033898305084,Medium_Deep,GBM_Delta,0.023450000000000002,0.26558680555555564,7.777777777777778e-05,0.0004316666666666667,0.0599375,0.08750000000000001,0.041242499999999994,0.47822625000000013,0.023450000000000002,20.39344349680171,4.5224999999999995e-06,2.5e-06,7.022499999999999e-06,4.5224999999999995e-06
BNAMLW-3,Barguna,Amtoli,955.52,37.4,50.44,19.03,1.4,128.0,5.39,36,390.4,1177.5,0.99,0.26,1.657,0.0371,7.48602,0.20047,0.0212,0.7,3.8903,101.0,17.07.2021,22.1329,90.2282,1.02,26.4,56.2,8.3,-115.5,5642.0,3.04,5.67,3650.0,Dry,9.937610030017616,Acceptable,0.3315498938428874,0.8114819532908705,0.3772799365582871,37.34234548810296,0.5196753415032287,0.1087048832271762,0.0045774946921443,Medium_Deep,GBM_Delta,0.7564472222222222,0.48725347222222226,0.0008244444444444445,0.09665833333333333,0.054104166666666655,0.05104166666666665,0.623835,2.0701643055555556,0.7564472222222222,2.7366936446326213,0.00014588625,2.6499999999999997e-05,0.00017238625,0.00014588625
BNAMLW-4,Barguna,Amtoli,476.93,42.15,58.27,112.62,2.4,57.0,4.18,24,250.1,920.0,0.5,0.24,0.0585,0.0411,6.27627,0.65579,0.0197,0.4,4.0582,113.0,17.07.2021,22.1313,90.2445,0.92,27.7,51.4,8.23,-105.5,3817.0,2.0,6.29,2479.0,Dry,14.44331246063271,Poor,0.2718478260869565,0.5184021739130434,1.932726960700189,9.570548498757224,0.6465942351109816,0.0619565217391304,0.0045434782608695,Medium_Deep,GBM_Delta,0.7890944444444447,1.5939340277777776,0.0007661111111111112,0.0034124999999999997,0.0599375,0.08750000000000001,0.5230225000000001,3.0576670833333335,0.7890944444444447,3.8749063624266906,0.00015218250000000004,2.4625000000000002e-05,0.00017680750000000002,0.00015218250000000004
BNAMLW-5,Barguna,Amtoli,144.83,8.32,41.77,91.78,1.8,65.0,3.69,12,318.5,387.5,1.78,0.18,0.5431,0.0425,3.26071,0.19101,0.0052,0.3,0.5847,101.0,17.07.2021,22.1295,90.2498,1.66,27.5,42.2,8.23,-80.6,1103.0,0.52,6.08,719.0,Dry,11.676416292470956,Poor,0.8219354838709677,0.3737548387096774,2.1972707684941346,17.070886341029265,0.1793167745675021,0.1677419354838709,0.0095225806451612,Medium_Deep,GBM_Delta,0.11369166666666669,0.46426041666666673,0.00020222222222222223,0.03168083333333334,0.06197916666666667,0.06562499999999999,0.27172583333333333,1.0091651388888891,0.11369166666666669,8.876333406630996,2.192625e-05,6.499999999999999e-06,2.842625e-05,2.192625e-05
BNAMPZ-1,Barguna,Amtali,300.2,12.41,45.58,32.1,2.3,56.0,1.49,36,366.0,382.5,0.15,0.14,0.1389,0.0419,2.4946,0.20245,0.0076,0.3,0.0061,98.0,17.07.2021,22.70528,90.22582,5.8,26.9,50.3,8.33,-130.5,1907.0,0.94,5.48,1242.0,Dry,11.632220267110927,Poor,0.9568627450980391,0.7848366013071895,0.704256252742431,12.32205482835268,0.0024452818087068,0.1464052287581699,0.0038954248366013,Medium_Deep,GBM_Delta,0.0011861111111111113,0.49206597222222215,0.0002955555555555555,0.0081025,0.061104166666666675,0.08385416666666666,0.2078833333333334,0.8544918055555555,0.0011861111111111113,720.4146370023417,2.2874999999999998e-07,9.499999999999999e-06,9.728749999999999e-06,2.2874999999999998e-07
BNAMPZ-1/1,Barguna,Amtali,290.75,4.28,28.68,60.69,3.0,42.0,2.36,12,436.8,460.0,0.15,0.2,0.0323,0.0402,0.06828,0.11239,0.0034,0.8,3.5987,30.0,17.07.2021,22.70528,90.22595,5.2,27.5,44.1,7.99,-112.3,968.0,0.41,5.97,626.0,Dry,4.635021734100144,Excellent,0.9495652173913044,0.6320652173913044,2.1161087866108788,0.6075273600854167,,0.0913043478260869,0.0051304347826086,Intermediate,GBM_Delta,0.6997472222222223,0.27317013888888886,0.0001322222222222222,0.001884166666666667,0.058625,0.10937499999999999,0.00569,1.14862375,0.6997472222222223,1.6414838294781051,0.00013495125,4.25e-06,0.00013920125,0.00013495125
BNAMPZ-2,Barguna,Amtali,3105.9,170.77,463.39,1164.2,6.4,67.0,5.26,0,366.0,9155.0,0.35,0.08,0.3675,0.0417,10.0575,0.42709,0.0098,0.6,1.2203,127.0,17.07.2021,22.70528,90.22588,5.82,26.9,84.3,8.31,-131.9,3200.0,19.96,5.95,20800.0,Dry,11.339634656179612,Poor,0.0399781540141998,0.3392572364827963,2.5123546041131664,23.54890070008663,0.1213323390504598,0.0073184052430365,0.0005745494265428,Medium_Deep,GBM_Delta,0.23728055555555555,1.0380659722222223,0.0003811111111111111,0.0214375,0.06081249999999999,0.23333333333333334,0.8381249999999999,2.429435972222222,0.23728055555555555,10.238664379953407,4.5761249999999995e-05,1.2249999999999998e-05,5.8011249999999995e-05,4.5761249999999995e-05
BNAMPZ-3,Barguna,Amtali,276.95,16.74,41.01,73.36,0.9,54.0,0.49,36,359.9,450.0,0.33,0.31,0.1021,0.0374,4.38637,0.20587,0.0097,0.8,3.069,336.0,17.07.2021,22.70528,90.22673,7.5,26.9,44.2,8.29,-167.1,1743.0,0.86,5.49,1128.0,Dry,12.314878696069014,Poor,0.7997777777777777,0.6154444444444445,1.7888319921970253,21.30650410453199,0.6996673787209012,0.12,0.0010888888888888,Deep,GBM_Delta,0.59675,0.5003784722222222,0.0003772222222222222,0.005955833333333334,0.05454166666666668,0.032812499999999994,0.3655308333333334,1.556346527777778,0.59675,2.6080377507796864,0.00011508750000000001,1.2125e-05,0.0001272125,0.00011508750000000001
BNAMPZ-4,Barguna,Amtali,290.26,27.13,84.18,173.93,3.0,53.0,2.07,24,418.5,918.0,0.2,0.24,0.0614,0.0391,0.57062,0.12569,0.0027,0.2,0.2756,299.0,17.07.2021,22.70528,90.22585,6.1,27.3,46.2,8.21,-54.1,916.0,0.39,5.63,597.0,Dry,12.61372719132794,Poor,0.4558823529411764,0.3161873638344226,2.0661677358042287,4.539899753361445,0.4829834215414812,0.0577342047930283,0.0022549019607843,Deep,GBM_Delta,0.0535888888888889,0.30549652777777775,0.000105,0.003581666666666667,0.057020833333333326,0.10937499999999999,0.04755166666666668,0.5767195833333333,0.0535888888888889,10.761924631971798,1.0335000000000002e-05,3.375e-06,1.3710000000000003e-05,1.0335000000000002e-05
BNAMSLW-1,Barguna,Amtoli,98.24,7.86,25.66,51.96,1.7,58.0,3.04,36,263.6,205.0,0.38,0.3,1.8231,0.0382,4.34598,0.2229,0.0077,0.2,2.1753,30.0,17.07.2021,22.1335,90.2245,5.8,28.75,67.2,8.24,-98.4,656.0,5.75,3.6,424.0,Dry,6.227615311245787,Acceptable,1.2858536585365854,0.4792195121951219,2.024941543257989,19.49744279946164,0.5005315256858062,0.2829268292682926,0.0148292682926829,Intermediate,GBM_Delta,0.422975,0.5417708333333332,0.00029944444444444446,0.1063475,0.055708333333333325,0.06197916666666666,0.362165,1.5512452777777777,0.422975,3.66746327271772,8.157375e-05,9.625e-06,9.119875e-05,8.157375e-05
BNAMSLW-2,Barguna,Amtoli,178.02,30.88,79.96,143.69,1.9,90.0,0.67,0,339.2,700.0,0.76,0.11,3.1172,0.0371,4.87553,3.28632,0.0251,0.5,4.0785,30.0,17.07.2021,22.132,90.2283,0.89,27.8,80.2,8.11,-21.9,2956.0,1.51,4.15,1920.0,Dry,15.063961012339858,Poor,0.4845714285714285,0.2543142857142857,1.7970235117558782,1.4835834611358605,0.8365244393942812,0.1285714285714285,0.0009571428571428,Intermediate,GBM_Delta,0.7930416666666666,7.987583333333332,0.0009761111111111111,0.18183666666666667,0.054104166666666655,0.06927083333333334,0.40629416666666673,9.493106944444444,0.7930416666666666,11.970502110369708,0.00015294375,3.1375000000000004e-05,0.00018431874999999998,0.00015294375
BNAMSLW-3,Barguna,Amtoli,421.08,10.14,60.92,185.47,2.9,6.0,1.5,24,185.6,1175.0,0.58,0.11,0.4269,0.0413,4.22568,0.26545,0.0086,0.9,21.924,30.0,17.07.2021,22.132,90.2283,0.86,28.9,64.9,8.22,-104.2,1848.0,0.91,4.11,1190.0,Dry,12.179458767769312,Poor,0.1579574468085106,0.3583659574468085,3.044484569927774,15.918930118666411,5.188277389674561,0.0051063829787234,0.0012765957446808,Intermediate,GBM_Delta,4.263,0.6451909722222223,0.0003344444444444445,0.024902500000000004,0.06022916666666667,0.10572916666666665,0.35213999999999995,5.45152625,4.263,1.27880043396669,0.00082215,1.0750000000000002e-05,0.0008329,0.00082215
BNAMSLW-4,Barguna,Amtoli,305.19,38.62,97.01,137.05,2.3,75.0,3.29,36,286.7,1000.0,0.51,0.53,1.1448,0.0422,7.12643,0.6285,0.0163,0.3,1.7103,30.0,17.07.2021,22.1329,90.2382,0.89,26.7,67.1,8.35,-152.2,3050.0,1.59,4.64,1980.0,Dry,10.901657889987243,Poor,0.2867,0.30519,1.412740954540769,11.3387907716786,0.2399939380587475,0.075,0.00329,Intermediate,GBM_Delta,0.33255833333333334,1.5276041666666664,0.0006338888888888889,0.06677999999999999,0.06154166666666667,0.08385416666666666,0.5938691666666668,2.666841388888889,0.33255833333333334,8.019168733973155,6.413625e-05,2.0375e-05,8.451125000000001e-05,6.413625e-05
BNAMSLW-5,Barguna,Amtoli,255.6,4.15,26.26,57.33,2.3,58.0,3.33,48,394.1,440.0,0.2,0.22,0.1451,0.0423,0.23803,0.12377,0.0024,0.3,1.443,30.0,17.07.2021,22.1329,90.2382,1.42,28.7,51.7,8.23,-106.1,918.0,0.38,5.46,597.0,Dry,1.0427199109389869,Excellent,0.8956818181818182,0.5809090909090909,2.183168316831683,1.9231639331017207,6.062261059530312,0.1318181818181818,0.0075681818181818,Intermediate,GBM_Delta,0.28058333333333335,0.3008298611111111,9.333333333333333e-05,0.008464166666666667,0.0616875,0.08385416666666666,0.019835833333333337,0.7553481944444446,0.28058333333333335,2.6920636570636574,5.411250000000001e-05,3e-06,5.7112500000000006e-05,5.411250000000001e-05
BNBN1LW-1,Barguna,Barguna Sadar,3924.28,90.51,210.03,711.84,8.6,128.0,5.34,36,708.9,9200.0,0.25,0.37,0.0444,0.0429,0.13656,0.27549,0.1288,0.8,0.33,102.0,17.07.2021,22.1498,90.2063,1.42,27.1,24.4,8.49,-188.5,28750.0,14.52,3.55,18750.0,Dry,0.7584972675933558,Excellent,0.0770543478260869,0.4265521739130435,3.3892301099842883,0.4956985734509418,2.4165202108963095,0.0139130434782608,0.0005804347826086,Medium_Deep,GBM_Delta,0.06416666666666668,0.66959375,0.005008888888888889,0.0025900000000000003,0.0625625,0.31354166666666666,0.01138,1.128843472222222,0.06416666666666668,17.592365800865796,1.2375e-05,0.00016099999999999998,0.00017337499999999997,1.2375e-05
BNBN1LW-2,Barguna,Barguna Sadar,114.0,11.77,50.01,63.95,1.3,36.0,0.98,36,298.9,282.5,0.32,0.1,0.1189,0.1296,3.66673,0.33104,0.0063,0.3,6.4804,122.0,17.07.2021,22.1521,90.2035,2.65,26.2,51.1,8.34,-137.5,2172.0,1.1,4.31,1410.0,Dry,15.092756700586952,Poor,1.0580530973451328,0.4035398230088495,1.2787442511497702,11.07639560173997,1.7673512912049705,0.127433628318584,0.0034690265486725,Medium_Deep,GBM_Delta,1.260077777777778,0.8046111111111113,0.000245,0.006935833333333335,0.189,0.04739583333333333,0.3055608333333333,2.6138263888888895,1.260077777777778,2.074337342492086,0.00024301500000000004,7.875e-06,0.00025089000000000003,0.00024301500000000004
