depth_zone,phys_zone,contaminant,ssp,n_models,baseline_dry,ensemble_median,ensemble_p5,ensemble_p95,ensemble_std,pct_change_median,pct_change_p5,pct_change_p95
Intermediate,Meghna_Floodplain,Fe2+,ssp245,5,2.02999,2.372071504966149,2.278346645964345,2.421861707328768,0.05854751842726637,16.851388675123953,12.234377803060354,19.304120085752523
Intermediate,Meghna_Floodplain,Fe2+,ssp585,6,2.02999,2.538471984115921,2.4586103760167153,2.590826759994484,0.05541319989715661,25.048496993380308,21.1144082491399,27.627562697081455
Intermediate,Meghna_Floodplain,Cr3+,ssp245,5,0.0193,0.014769532859961555,0.013337908337242051,0.017464416595484335,0.0016834248335526852,-23.47392300538055,-30.891666646414247,-9.510794842050082
Intermediate,Meghna_Floodplain,Cr3+,ssp585,6,0.0193,0.013249888935969133,0.011744524878933165,0.015546160715424159,0.0015933033426408843,-31.347725720367187,-39.147539487392926,-19.449944479667575
Intermediate,Meghna_Floodplain,NO3-,ssp245,5,1.6,1.7935452057633703,1.7478692102460318,1.8178100281823468,0.02853262429750524,12.096575360210636,9.241825640376982,13.613126761396671
Intermediate,Meghna_Floodplain,NO3-,ssp585,6,1.6,1.8911527298988375,1.8522328692301055,1.9166673749333474,0.027005141400694977,18.19704561867734,15.764554326881592,19.791710933334205
Intermediate,Northern_Terrace,As,ssp245,5,1.5482,2.906327376818719,2.3162254879315602,3.219811897096205,0.3686215330867634,87.72299294785681,49.60764035212248,107.9713148880122
Intermediate,Northern_Terrace,As,ssp585,6,1.5482,3.464369063382066,2.9615517074445092,3.794000416976412,0.34888752329800204,123.76754058791279,91.28999531355828,145.05880486864825
Intermediate,Northern_Terrace,Mn2+,ssp245,5,0.284665,0.2654971250508368,0.25228068289978084,0.290375697909243,0.01554100713924358,-6.733484955706961,-11.376290411613356,2.00611171350289
Intermediate,Northern_Terrace,Mn2+,ssp585,6,0.284665,0.26541050684235123,0.25151331755817974,0.2866091819520928,0.014709025392423428,-6.763913075948489,-11.645858269130475,0.6829718975261387
Intermediate,Northern_Terrace,Fe2+,ssp245,5,7.16305,7.117727282742315,6.954045283391746,7.425841561903855,0.1924710970924684,-0.6327293158317321,-2.9178173628308306,3.6687104222901556
Intermediate,Northern_Terrace,Fe2+,ssp585,6,7.16305,7.234849087557898,7.062736222280855,7.497388845677934,0.18216723208959984,1.002353572261791,-1.4004338615414518,4.66754867937448
Intermediate,Northern_Terrace,Cr3+,ssp245,5,0.00285,0.002782059588473258,0.002733529943635304,0.002873411579507936,5.7065248595011137e-05,-2.3838740886576213,-4.086668644375296,0.8214589301030206
Intermediate,Northern_Terrace,Cr3+,ssp585,6,0.00285,0.002783244540202323,0.0027322152501333026,0.002861084261539788,5.401028280139053e-05,-2.342296835006221,-4.132798240936754,0.3889214575364153
Intermediate,Northern_Terrace,NO3-,ssp245,5,1.6,1.5920684927957867,1.561737464772066,1.6491634871924603,0.03566578037188179,-0.49571920026333927,-2.3914084517458742,3.0727179495287635
Intermediate,Northern_Terrace,NO3-,ssp585,6,1.6,1.6140590876264522,1.5821657813333148,1.6627089134623678,0.033756426750868956,0.8786929766532586,-1.1146386666678332,3.9193070913979833
Medium_Deep,Brahmaputra_Floodplain,As,ssp245,5,0.6407,1.8452223394454748,1.2732949291746647,2.1490518868824497,0.3572684018787862,188.00098945613777,98.73496631413526,235.422488978063
Medium_Deep,Brahmaputra_Floodplain,As,ssp585,6,0.6407,2.317291592155319,1.8299604487778511,2.636770668490434,0.3381421775346655,261.68122243722786,185.6189244229516,311.5452892914677
Medium_Deep,Brahmaputra_Floodplain,Mn2+,ssp245,5,0.20013,0.14853278935945133,0.12891104071034615,0.18546868313454692,0.02307290663817745,-25.781847119646567,-35.58634851829004,-7.32589659993658
Medium_Deep,Brahmaputra_Floodplain,Mn2+,ssp585,6,0.20013,0.13416438496730593,0.11353196726014972,0.16563693029707593,0.021837707593671818,-32.96138261764557,-43.27089029123584,-17.235331885736304
Medium_Deep,Brahmaputra_Floodplain,Fe2+,ssp245,5,3.47868,4.089187415869921,3.9161804476488955,4.181095283746279,0.10807302105166174,17.549973434461357,12.576622386908117,20.192006270949864
Medium_Deep,Brahmaputra_Floodplain,Fe2+,ssp585,6,3.47868,4.383459275037831,4.236042518782873,4.480101096035044,0.1022873740834133,26.00927004029778,21.771548943359917,28.787387630798005
Medium_Deep,Brahmaputra_Floodplain,Cr3+,ssp245,5,0.0035,0.0034126369855915725,0.0033519749295441302,0.00352682697438492,7.133156074376387e-05,-2.4960861259550744,-4.229287727310567,0.766484982426278
Medium_Deep,Brahmaputra_Floodplain,Cr3+,ssp585,6,0.0035,0.0034126181752529034,0.003348831562666628,0.003509917826924735,6.751285350173806e-05,-2.496623564202762,-4.3190982095249115,0.28336648356385036
Medium_Deep,Brahmaputra_Floodplain,NO3-,ssp245,5,2.5,2.3490917798282016,2.2641649013617835,2.5089577641388883,0.09986418504126929,-6.036328806871936,-9.43340394552866,0.35831056555553076
Medium_Deep,Brahmaputra_Floodplain,NO3-,ssp585,6,2.5,2.3314654453540653,2.2421641877332803,2.467684957694629,0.09451799490243325,-6.741382185837388,-10.313432490668788,-1.2926016922148342
Medium_Deep,Eastern_Hills,As,ssp245,5,0.0942,1.0654124720816696,0.5762545332878298,1.3252717348132168,0.3055644333892763,1031.0111168595217,511.7351733416452,1306.8702068080856
Medium_Deep,Eastern_Hills,As,ssp585,6,0.0942,1.432861530305633,1.0160570664459754,1.706105518373712,0.2892061608024656,1421.0844270760433,978.6168433609079,1711.1523549614774
Medium_Deep,Eastern_Hills,Mn2+,ssp245,5,0.12961,0.1375152509412315,0.13600476574565057,0.14035858166218518,0.0017761558625192988,6.099260042613598,4.93385212996726,8.293018796532039
Medium_Deep,Eastern_Hills,Mn2+,ssp585,6,0.12961,0.14371822256379915,0.14212993591040127,0.14614098389042715,0.0016810700521928713,10.88513429812449,9.659699028162382,12.754404668179268
