ID_norm,Depth_bin,As,B,Br,CO3,Ca,Cl,Depth,EC,Eh,Fe,HCO3,I,K,Mg,Mn,NO3,Na,PO4,SO4,Salinity,TDS,Temperature,pH,District,Upazila,Latitude,Longitude,Period,pair_key,CBE,CBE_flag
GPKPPZ-1,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,GPKPPZ-1_Shallow (<50m),,NO_DATA
GPKPPZ-1,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,GPKPPZ-1_Shallow (<50m),,NO_DATA
GPKPPZ-2,Deep (>150m),2.5,0.9,0.18,0.75,3.84,2147.5,158.0,8855.0,-35.0,15.9,506.3,0.29500000000000004,15.905,24.48,0.45,20.2,951.8,0.505,9.355,4.65,4580.0,26.65,7.550000000000001,Gopalganj,Kotalipara,23.08821,90.10509,2012-2013,GPKPPZ-2_Deep (>150m),-21.77738442300491,FAIL
GPKPPZ-2,Deep (>150m),29.1234,1.35,0.265,18.0,112.825,1748.85,159.0,6822.0,-103.6,1.596,503.25,0.15857500000000002,14.7385,39.79815,0.053125,1.3,1125.565,0.50637,3.0,3.58,4031.0,27.05,7.75,Gopalganj,Kotalipara,23.08821,90.10509,2020-2021,GPKPPZ-2_Deep (>150m),0.020924054923929767,PASS
GPKPPZ-2,Medium (50–150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,GPKPPZ-2_Medium (50–150m),,NO_DATA
GPKPPZ-2,Medium (50–150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,GPKPPZ-2_Medium (50–150m),,NO_DATA
GPKPPZ-2,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,GPKPPZ-2_Shallow (<50m),,NO_DATA
GPKPPZ-2,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,GPKPPZ-2_Shallow (<50m),,NO_DATA
GPKPPZ-3,Deep (>150m),0.0,0.4,0.08499999999999999,0.75,6.495,262.5,250.0,1561.5,-43.8,5.0,250.1,0.135,3.327,40.905,0.2,2.4,201.368,0.2,10.34,0.795,794.0,26.1,7.5,Gopalganj,Kotalipara,23.0882,90.10508,2012-2013,GPKPPZ-3_Deep (>150m),3.8032977075465704,PASS
GPKPPZ-3,Deep (>150m),1.44585,1.1,0.16,18.0,156.39285,1268.425,250.0,5658.5,-116.35,3.2508049999999997,439.20000000000005,0.21891,23.67175,79.79220000000001,0.11603,1.8,548.1095,1.8499400000000001,3.5,2.875,3633.5,26.8,7.95,Gopalganj,Kotalipara,23.0882,90.10508,2020-2021,GPKPPZ-3_Deep (>150m),-5.803856510661235,PASS
GPKPPZ-3,Medium (50–150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,GPKPPZ-3_Medium (50–150m),,NO_DATA
GPKPPZ-3,Medium (50–150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,GPKPPZ-3_Medium (50–150m),,NO_DATA
GPKPPZ-3,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,GPKPPZ-3_Shallow (<50m),,NO_DATA
GPKPPZ-3,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,GPKPPZ-3_Shallow (<50m),,NO_DATA
GPKPPZ-4,Deep (>150m),0.0,0.2,0.06,1.5,4.324199999999999,270.0,304.0,1135.0,-42.15,1.3,271.45,0.09,2.807,25.915,0.15000000000000002,2.8,126.853,0.315,11.045,0.61,618.0,26.0,7.93,Gopalganj,Kotalipara,23.08889,90.10493,2012-2013,GPKPPZ-4_Deep (>150m),-21.62748228845766,FAIL
GPKPPZ-4,Deep (>150m),30.773225,1.15,0.23,24.0,35.73335,281.125,305.0,1700.5,-31.694999999999997,3.1564349999999997,328.20000000000005,0.11427999999999999,7.28545,23.3281,0.17881,1.7999999999999998,191.60950000000003,1.9941600000000002,3.5,0.8,1066.0,27.4,8.100000000000001,Gopalganj,Kotalipara,23.08889,90.10493,2020-2021,GPKPPZ-4_Deep (>150m),-7.251012881478826,PASS
GPKPPZ-4,Medium (50–150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,GPKPPZ-4_Medium (50–150m),,NO_DATA
GPKPPZ-4,Medium (50–150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,GPKPPZ-4_Medium (50–150m),,NO_DATA
GPKPPZ-4,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,GPKPPZ-4_Shallow (<50m),,NO_DATA
GPKPPZ-4,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,GPKPPZ-4_Shallow (<50m),,NO_DATA
GPMPPZ-1,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,GPMPPZ-1_Deep (>150m),,NO_DATA
GPMPPZ-1,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,GPMPPZ-1_Deep (>150m),,NO_DATA
GPMPPZ-1,Medium (50–150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,GPMPPZ-1_Medium (50–150m),,NO_DATA
GPMPPZ-1,Medium (50–150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,GPMPPZ-1_Medium (50–150m),,NO_DATA
GPMPPZ-1,Shallow (<50m),72.5,0.25,0.52,3.75,56.045,165.25,48.0,1605.0,-68.6,3.3649999999999998,594.75,0.83,10.370000000000001,43.665,0.33999999999999997,0.583,294.35,1.0275,11.705,0.8,817.0,28.3,8.14,Gopalganj,Muksudpur,23.3335,89.9129,2012-2013,GPMPPZ-1_Shallow (<50m),13.869297751140785,FAIL
GPMPPZ-1,Shallow (<50m),43.36175,1.3,0.275,12.0,93.2625,123.35,49.0,1421.5,-60.75,4.903875,347.7,0.10311500000000001,8.30105,24.69005,1.898455,1.7999999999999998,47.9828,1.21349,4.0,0.705,906.5,26.875,8.035,Gopalganj,Muksudpur,23.3335,89.9129,2020-2021,GPMPPZ-1_Shallow (<50m),-2.628677198071302,PASS
GPMPPZ-2,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,GPMPPZ-2_Deep (>150m),,NO_DATA
GPMPPZ-2,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,GPMPPZ-2_Deep (>150m),,NO_DATA
GPMPPZ-2,Medium (50–150m),35.0,0.8,0.22,2.25,25.935,1095.0,109.0,3815.0,-84.75,1.98,457.5,0.45499999999999996,11.263000000000002,79.36500000000001,0.625,2.332,353.14,0.8371999999999999,8.2,2.0,1947.0,27.7,8.415,Gopalganj,Muksudpur,22.33357,89.9129,2012-2013,GPMPPZ-2_Medium (50–150m),-24.295061918917877,FAIL
GPMPPZ-2,Medium (50–150m),33.12405,1.5499999999999998,0.365,18.0,92.4341,1292.75,110.0,4510.5,-119.85,4.27982,387.35,0.19368000000000002,15.09,47.61725,0.6037100000000001,1.6,745.155,4.03149,4.5,2.34,2839.5,26.35,7.795,Gopalganj,Muksudpur,22.33357,89.9129,2020-2021,GPMPPZ-2_Medium (50–150m),-2.529726714146988,PASS
GPMPPZ-2,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,GPMPPZ-2_Shallow (<50m),,NO_DATA
GPMPPZ-2,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,GPMPPZ-2_Shallow (<50m),,NO_DATA
GPMPPZ-3,Deep (>150m),0.0,0.15000000000000002,0.385,0.0,50.58,505.0,207.0,1963.5,-51.900000000000006,3.055,231.8,0.43,7.5175,88.055,0.085,0.22595,271.35,0.1904,14.82,1.15,1164.0149999999999,27.0,7.824999999999999,Gopalganj,Muksudpur,23.33391,89.91295,2012-2013,GPMPPZ-3_Deep (>150m),8.738484246499217,PASS
GPMPPZ-3,Deep (>150m),36.98425,1.05,0.28,0.0,138.91000000000003,733.1,212.0,5006.0,-101.0,1.767585,344.65,0.18996500000000002,7.974950000000001,26.603250000000003,1.6296300000000001,0.8,429.77049999999997,1.34277,9.5,2.21,3098.0,26.365,7.885,Gopalganj,Muksudpur,23.33391,89.91295,2020-2021,GPMPPZ-3_Deep (>150m),2.8542655581438385,PASS
GPMPPZ-3,Medium (50–150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,GPMPPZ-3_Medium (50–150m),,NO_DATA
GPMPPZ-3,Medium (50–150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,GPMPPZ-3_Medium (50–150m),,NO_DATA
GPMPPZ-3,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,GPMPPZ-3_Shallow (<50m),,NO_DATA
GPMPPZ-3,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,GPMPPZ-3_Shallow (<50m),,NO_DATA
GPMPPZ-4,Deep (>150m),0.0,0.2,0.37,0.0,24.479999999999997,1353.75,310.0,4790.0,-80.85,2.6,176.9,0.77,8.903500000000001,131.0,0.102825,4.0405,415.11,0.42200000000000004,50.53,2.55,2445.0,27.3,8.47,Gopalganj,Muksudpur,23.3337,89.91277,2012-2013,GPMPPZ-4_Deep (>150m),-16.29855236276014,FAIL
GPMPPZ-4,Deep (>150m),0.8327950000000001,1.0,0.135,0.0,225.3215,1728.1,295.0,9631.0,-36.0,2.980745,289.75,0.128115,10.07905,62.338899999999995,0.22799,1.4,760.1899999999999,0.57603,21.5,7.609999999999999,4571.5,26.405,7.8500000000000005,Gopalganj,Muksudpur,23.3332,89.91285,2020-2021,GPMPPZ-4_Deep (>150m),-4.015357409603877,PASS
GPMPPZ-4,Medium (50–150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,GPMPPZ-4_Medium (50–150m),,NO_DATA
GPMPPZ-4,Medium (50–150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,GPMPPZ-4_Medium (50–150m),,NO_DATA
GPMPPZ-4,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,GPMPPZ-4_Shallow (<50m),,NO_DATA
GPMPPZ-4,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,GPMPPZ-4_Shallow (<50m),,NO_DATA
GPTPLW-1,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,GPTPLW-1_Deep (>150m),,NO_DATA
GPTPLW-1,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,GPTPLW-1_Deep (>150m),,NO_DATA
GPTPLW-1,Medium (50–150m),40.0,,0.68,12.0,183.13,3410.0,90.0,9285.0,-30.5,9.6,256.2,1.13,25.215,272.92999999999995,0.15000000000000002,31.5,1747.05,1.04,0.0,5.15,4735.0,28.25,7.545,Gopalganj,Tungipara,22.88388,89.89407,2012-2013,GPTPLW-1_Medium (50–150m),3.45869029512961,PASS
GPTPLW-1,Medium (50–150m),33.4532,1.25,0.2,12.0,150.6955,372.1,90.0,5845.0,-96.4,3.4913999999999996,354.45,0.098805,17.08015,33.7784,0.85689,3.35,126.6919,2.88075,7.0,3.7,2539.0,27.189999999999998,7.8149999999999995,Gopalganj,Gopalganj Sadar,22.8839,89.8941,2020-2021,GPTPLW-1_Medium (50–150m),-1.7720697037941964,PASS
GPTPLW-1,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,GPTPLW-1_Shallow (<50m),,NO_DATA
GPTPLW-1,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,GPTPLW-1_Shallow (<50m),,NO_DATA
GPTPLW-2,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,GPTPLW-2_Deep (>150m),,NO_DATA
GPTPLW-2,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,GPTPLW-2_Deep (>150m),,NO_DATA
GPTPLW-2,Medium (50–150m),40.0,,0.215,9.0,157.44,2590.0,90.0,7780.0,1.799999999999999,8.05,189.1,0.33499999999999996,19.29,219.81,0.25,31.3,1539.85,1.01,0.0,4.300000000000001,3970.0,27.75,7.08,Gopalganj,Tungipara,22.89156,89.89184,2012-2013,GPTPLW-2_Medium (50–150m),9.797014959460094,PASS
GPTPLW-2,Medium (50–150m),48.4146,0.95,0.175,12.0,193.071,1420.05,90.0,9834.5,-112.15,5.061625,469.7,0.210285,29.212000000000003,93.34725,0.270255,4.25,572.0915,4.30192,5.5,5.529999999999999,6147.5,26.85,7.715,Gopalganj,Gopalganj Sadar,22.8916,89.8918,2020-2021,GPTPLW-2_Medium (50–150m),-5.820849674468465,PASS
GPTPLW-2,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,GPTPLW-2_Shallow (<50m),,NO_DATA
GPTPLW-2,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,GPTPLW-2_Shallow (<50m),,NO_DATA
GPTPLW-3,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,GPTPLW-3_Deep (>150m),,NO_DATA
GPTPLW-3,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,GPTPLW-3_Deep (>150m),,NO_DATA
GPTPLW-3,Medium (50–150m),17.5,,0.19,12.0,209.555,2565.0,90.0,8060.0,-53.5,5.6,228.75,0.295,18.28,206.05,0.25,20.5,1840.8,1.2650000000000001,0.0,4.45,4115.0,27.65,7.945,Gopalganj,Tungipara,22.89921,89.88911,2012-2013,GPTPLW-3_Medium (50–150m),16.9113190509725,FAIL
GPTPLW-3,Medium (50–150m),93.077,1.55,0.495,12.0,209.203,3008.8,90.0,11665.0,-123.19999999999999,8.45901,466.65,0.26166,35.995000000000005,63.521550000000005,0.15589,5.4,1787.87,3.29932,5.0,6.105,6856.0,27.064999999999998,7.555,Gopalganj,Gopalganj Sadar,22.8992,89.8891,2020-2021,GPTPLW-3_Medium (50–150m),0.7733183496915412,PASS
GPTPLW-3,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,GPTPLW-3_Shallow (<50m),,NO_DATA
GPTPLW-3,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,GPTPLW-3_Shallow (<50m),,NO_DATA
GPTPLW-4,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,GPTPLW-4_Deep (>150m),,NO_DATA
GPTPLW-4,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,GPTPLW-4_Deep (>150m),,NO_DATA
GPTPLW-4,Medium (50–150m),52.5,,0.48000000000000004,12.0,181.36,2275.0,90.0,6680.0,-48.650000000000006,4.25,234.85000000000002,0.785,12.530000000000001,158.32,0.2,23.35,1320.45,0.8700000000000001,0.0,3.5999999999999996,3125.0,27.45,7.824999999999999,Gopalganj,Tungipara,22.90245,89.88506,2012-2013,GPTPLW-4_Medium (50–150m),7.506923631603457,PASS
GPTPLW-4,Medium (50–150m),174.29700000000003,1.5,0.34500000000000003,12.0,216.074,3483.15,90.0,11159.5,-129.7,7.574105,392.25,0.27920999999999996,17.7245,52.744200000000006,0.50498,5.35,1912.2800000000002,3.7862,4.0,6.245,7151.0,26.365000000000002,7.61,Gopalganj,Gopalganj Sadar,22.9025,89.8851,2020-2021,GPTPLW-4_Medium (50–150m),-3.0918388374302457,PASS
GPTPLW-4,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,GPTPLW-4_Shallow (<50m),,NO_DATA
GPTPLW-4,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,GPTPLW-4_Shallow (<50m),,NO_DATA
GPTPLW-5,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,GPTPLW-5_Deep (>150m),,NO_DATA
GPTPLW-5,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,GPTPLW-5_Deep (>150m),,NO_DATA
GPTPLW-5,Medium (50–150m),10.0,,0.575,12.0,260.81,302.25,90.0,1429.5,-93.35,0.75,164.7,0.9,3.25,56.89,0.1,4.5,364.65,1.9649999999999999,0.0,0.7,728.5,27.2,8.74,Gopalganj,Tungipara,22.90614,89.88051,2012-2013,GPTPLW-5_Medium (50–150m),48.23214731943363,FAIL
GPTPLW-5,Medium (50–150m),137.6525,1.05,0.23,18.0,198.099,1990.8,90.0,14922.0,-87.69999999999999,2.339805,396.5,0.231725,31.0695,63.87835,0.15494,5.0,1225.55,2.47341,3.0,8.53,9247.0,26.79,7.65,Gopalganj,Gopalganj Sadar,22.9061,89.8805,2020-2021,GPTPLW-5_Medium (50–150m),4.4136143146014595,PASS
GPTPLW-5,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,GPTPLW-5_Shallow (<50m),,NO_DATA
GPTPLW-5,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,GPTPLW-5_Shallow (<50m),,NO_DATA
JEBPPZ-1,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,JEBPPZ-1_Deep (>150m),,NO_DATA
JEBPPZ-1,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,JEBPPZ-1_Deep (>150m),,NO_DATA
JEBPPZ-1,Medium (50–150m),0.75,0.0,0.71,1.5,86.995,57.5,53.0,600.5,-20.65,2.0300000000000002,311.1,1.255,3.7649999999999997,12.52,0.2,1.5864500000000001,18.675,0.35,7.35,0.274,308.4,26.05,7.295,Jashore,Bagerpara,23.20834,89.37115,2012-2013,JEBPPZ-1_Medium (50–150m),-4.504393565226202,PASS
JEBPPZ-1,Medium (50–150m),12.4297,1.0,0.1,0.0,138.5215,151.4,55.0,1730.5,-61.95,5.24791,369.05,0.28023000000000003,8.0799,33.58945,0.660245,1.55,53.19705,1.3538000000000001,16.5,0.855,1108.5,26.775,7.84,Jashore,Bagherpara,23.208225,89.37113500000001,2020-2021,JEBPPZ-1_Medium (50–150m),7.256496521854207,PASS
JEBPPZ-1,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,JEBPPZ-1_Shallow (<50m),,NO_DATA
JEBPPZ-1,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,JEBPPZ-1_Shallow (<50m),,NO_DATA
JEBPPZ-2,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,JEBPPZ-2_Deep (>150m),,NO_DATA
JEBPPZ-2,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,JEBPPZ-2_Deep (>150m),,NO_DATA
JEBPPZ-2,Medium (50–150m),6.25,0.05,0.515,1.5,81.755,31.25,102.0,575.5,-18.8,3.035,298.9,0.425,8.105,13.315000000000001,0.6,1.36375,30.154999999999998,0.41000000000000003,9.95,0.27249999999999996,298.5,24.5,7.355,Jashore,Bagerpara,23.20828,89.37109,2012-2013,JEBPPZ-2_Medium (50–150m),5.836670448234775,PASS
JEBPPZ-2,Medium (50–150m),43.07015,0.25,0.13,18.0,76.13935000000001,53.15,104.0,1229.5,-95.0,4.695765,344.65,0.093365,9.7671,20.262050000000002,0.39688,1.5,25.33005,2.03604,7.5,0.62,788.0,26.975,7.925000000000001,Jashore,Bagherpara,23.2083,89.37106499999999,2020-2021,JEBPPZ-2_Medium (50–150m),-6.610133871771444,PASS
JEBPPZ-2,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,JEBPPZ-2_Shallow (<50m),,NO_DATA
JEBPPZ-2,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,JEBPPZ-2_Shallow (<50m),,NO_DATA
JEBPPZ-3,Deep (>150m),7.5,0.05,0.265,1.5,29.05,40.0,177.0,608.0,-34.8,1.94,244.0,0.16999999999999998,4.38,17.744999999999997,0.2,2.5,15.825000000000001,0.175,9.46,0.3015,320.25,28.65,7.665,Jashore,Bagerpara,23.20827,89.37121,2012-2013,JEBPPZ-3_Deep (>150m),-17.736045343994128,FAIL
JEBPPZ-3,Deep (>150m),8.80885,0.5,0.255,24.0,85.3434,81.925,216.0,1222.5,-101.55,5.152139999999999,274.5,0.145685,10.22955,20.9247,0.778565,2.2,26.90415,1.2538,15.0,0.61,784.5,26.45,7.875,Jashore,Bagherpara,23.208255,89.371215,2020-2021,JEBPPZ-3_Deep (>150m),-2.3771398051447843,PASS
JEBPPZ-3,Medium (50–150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,JEBPPZ-3_Medium (50–150m),,NO_DATA
JEBPPZ-3,Medium (50–150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,JEBPPZ-3_Medium (50–150m),,NO_DATA
JEBPPZ-3,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,JEBPPZ-3_Shallow (<50m),,NO_DATA
JEBPPZ-3,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,JEBPPZ-3_Shallow (<50m),,NO_DATA
JEBPPZ-4,Deep (>150m),0.0,0.7,0.05,0.0,7.35,32.0,216.0,340.0,-196.9,5.3,48.8,0.09,9.27,3.99,0.2,5.0,15.4,0.27,50.72,0.1,170.2,27.9,10.26,Jashore,Bagerpara,23.20827,89.37121,2012-2013,JEBPPZ-4_Deep (>150m),-22.562158108512527,FAIL
JEBPPZ-4,Deep (>150m),85.1812,0.25,0.305,0.0,116.6185,94.75,216.0,1685.0,-83.89999999999999,2.9488700000000003,384.29999999999995,0.114385,6.7170000000000005,35.9211,0.14786,2.2,42.7791,0.86254,2.5,0.845,1081.5,27.049999999999997,7.815,Jashore,Bagherpara,23.20818,89.37131,2020-2021,JEBPPZ-4_Deep (>150m),9.165017044574391,PASS
JEBPPZ-4,Medium (50–150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,JEBPPZ-4_Medium (50–150m),,NO_DATA
JEBPPZ-4,Medium (50–150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,JEBPPZ-4_Medium (50–150m),,NO_DATA
JEBPPZ-4,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,JEBPPZ-4_Shallow (<50m),,NO_DATA
JEBPPZ-4,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,JEBPPZ-4_Shallow (<50m),,NO_DATA
JEJELW-1,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,JEJELW-1_Deep (>150m),,NO_DATA
JEJELW-1,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,JEJELW-1_Deep (>150m),,NO_DATA
JEJELW-1,Medium (50–150m),0.0,,0.05,30.0,75.86,180.0,98.0,743.0,-24.9,1.1,231.8,0.09,1.03,40.74,0.0,2.1,26.4,0.22,0.0,0.3,372.0,27.9,7.51,Jashore,Jessore Sadar,23.19215,89.20726,2012-2013,JEJELW-1_Medium (50–150m),-8.564724069059924,PASS
JEJELW-1,Medium (50–150m),1.432845,0.1,0.20500000000000002,0.0,89.8845,83.7,98.0,649.5,-8.949999999999996,1.03921,335.5,0.10103999999999999,3.99335,32.08955,0.8422999999999999,0.7,36.25205,0.3881,24.5,0.28,411.5,28.700000000000003,7.290000000000001,Jashore,Noapara,23.19217,89.20726,2020-2021,JEJELW-1_Medium (50–150m),2.779715589079159,PASS
JEJELW-1,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,JEJELW-1_Shallow (<50m),,NO_DATA
JEJELW-1,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,JEJELW-1_Shallow (<50m),,NO_DATA
JEJELW-2,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,JEJELW-2_Deep (>150m),,NO_DATA
JEJELW-2,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,JEJELW-2_Deep (>150m),,NO_DATA
JEJELW-2,Medium (50–150m),0.0,,0.04,12.0,78.54,73.0,98.0,430.0,-23.2,1.7,268.4,0.07,1.89,42.36,0.0,1.3,68.5,0.16,0.0,0.3,240.8,26.5,7.37,Jashore,Jessore Sadar,23.18923,89.21585,2012-2013,JEJELW-2_Medium (50–150m),20.77405588495158,FAIL
JEJELW-2,Medium (50–150m),6.969035,1.1,0.135,0.0,72.65195,94.375,98.0,623.5,70.75,0.341855,339.9,0.09162000000000001,5.3637,29.0529,0.64746,2.3499999999999996,57.41375,0.41253,25.05,0.265,397.5,27.825,7.235,Jashore,Noapara,23.18906,89.21594,2020-2021,JEJELW-2_Medium (50–150m),-0.6773446221721423,PASS
JEJELW-2,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,JEJELW-2_Shallow (<50m),,NO_DATA
JEJELW-2,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,JEJELW-2_Shallow (<50m),,NO_DATA
JEJELW-3,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,JEJELW-3_Deep (>150m),,NO_DATA
JEJELW-3,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,JEJELW-3_Deep (>150m),,NO_DATA
JEJELW-3,Medium (50–150m),7.5,,0.08,18.0,82.5,18.0,95.0,485.0,-38.0,1.3,207.4,0.12,23.56,36.26,0.0,1.3,12.3,0.22,0.0,0.2,243.0,26.1,7.58,Jashore,Jessore Sadar,23.19007,89.22067,2012-2013,JEJELW-3_Medium (50–150m),29.254617023646485,FAIL
JEJELW-3,Medium (50–150m),5.350300000000001,1.4,0.105,0.0,75.8185,96.2,95.0,597.5,-6.600000000000001,0.8032,347.7,0.090685,4.5561,29.1128,0.367705,1.6500000000000001,52.567350000000005,0.56133,29.0,0.255,378.5,27.950000000000003,7.16,Jashore,Noapara,23.19002,89.22071,2020-2021,JEJELW-3_Medium (50–150m),-2.4632666548599835,PASS
JEJELW-3,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,JEJELW-3_Shallow (<50m),,NO_DATA
JEJELW-3,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,JEJELW-3_Shallow (<50m),,NO_DATA
JEJELW-4,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,JEJELW-4_Deep (>150m),,NO_DATA
JEJELW-4,Deep (>150m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,JEJELW-4_Deep (>150m),,NO_DATA
JEJELW-4,Medium (50–150m),0.0,,0.34,24.0,86.6,25.0,95.0,538.0,-34.5,1.3,231.8,0.56,1.94,40.5,0.0,2.4,19.9,0.18,0.0,0.2,269.0,26.6,7.56,Jashore,Jessore Sadar,23.18889,89.22583,2012-2013,JEJELW-4_Medium (50–150m),23.399685465855228,FAIL
JEJELW-4,Medium (50–150m),1.45943,0.3,0.13,0.0,72.71445,109.6,95.0,568.5,52.7,0.227405,341.6,0.17278,5.64395,28.860300000000002,0.73661,0.7,55.8904,0.36761,16.05,0.25,362.0,27.979999999999997,7.255000000000001,Jashore,Noapara,23.18898,89.22071,2020-2021,JEJELW-4_Medium (50–150m),-2.452010492180631,PASS
JEJELW-4,Shallow (<50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-2013,JEJELW-4_Shallow (<50m),,NO_DATA
